id_shade,marca,produto,url_produto,url_imagem,descricao,nome_tom,tom_especifico,espaco_cores,codigo_hex,matiz,saturacao,luminosidade,tom_unificado
94,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562479sw?$50px$,shade 1 (fair cool),,shade 1,rgb,#f0d2b5,29.4915254237288,0.662921348314607,0.825490196078431,shade 1
95,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562478sw?$50px$,shade 2 (light/warm),,shade 2,rgb,#f1cb9e,32.5301204819277,0.747747747747748,0.782352941176471,shade 2
96,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562475sw?$50px$,shade 4 (medium/neutral),,shade 4,rgb,#eab88b,28.4210526315789,0.693430656934306,0.731372549019608,shade 4
97,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562477sw?$50px$,shade 5 (medium/neutral warm),,shade 5,rgb,#deaf7f,30.3157894736842,0.590062111801242,0.684313725490196,shade 5
98,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562476sw?$50px$,shade 6 (medium/warm),,shade 6,rgb,#ddaf76,33.2038834951456,0.60233918128655,0.664705882352941,shade 6
99,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562483sw?$50px$,shade 7 (medium/tan neutral),,shade 7,rgb,#d9a76e,31.9626168224299,0.584699453551913,0.641176470588235,shade 7
100,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562481sw?$50px$,shade 8 (tan/warm),,shade 8,rgb,#ca986d,27.741935483871,0.467336683417086,0.609803921568628,shade 8
101,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562486sw?$50px$,shade 9 (deep/neutral warm),,shade 9,rgb,#b87b52,24.1176470588235,0.418032786885246,0.52156862745098,shade 9
102,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562482sw?$50px$,shade 10 (deep/warm),,shade 10,rgb,#ac6c44,23.0769230769231,0.433333333333333,0.470588235294118,shade 10
103,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562491sw?$50px$,shade 11 (deep/neutral),,shade 11,rgb,#9d6743,24.0,0.401785714285714,0.43921568627451,shade 11
104,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562485sw?$50px$,shade 12 (dark/neutral),,shade 12,rgb,#835138,20.0,0.401069518716578,0.366666666666667,shade 12
105,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547818sw?$tn$,shade 1 - fair cool,fair cool,shade 1,rgb,#eacfb7,28.2352941176471,0.548387096774194,0.817647058823529,shade 1
106,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547823sw?$50px$,shade 2 - light warm,light warm,shade 2,rgb,#f7d3b3,28.2352941176471,0.80952380952381,0.835294117647059,shade 2
107,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547822sw?$50px$,shade 3 - light neutral warm,light neutral warm,shade 3,rgb,#e9c7a4,30.4347826086957,0.610619469026549,0.77843137254902,shade 3
108,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547831sw?$50px$,shade 4 - medium neutral,medium neutral,shade 4,rgb,#d0b099,25.0909090909091,0.369127516778524,0.707843137254902,shade 4
109,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547830sw?$50px$,shade 5- medium neutral warm,shade   medium neutral warm,5,rgb,#dcb590,29.2105263157895,0.52054794520548,0.713725490196078,5
110,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547829sw?$50px$,shade 6 - medium warm,medium warm,shade 6,rgb,#d5a575,30.0,0.533333333333333,0.647058823529412,shade 6
111,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547826sw?$50px$,shade 7 - medium-tan neutral,medium-tan neutral,shade 7,rgb,#c88c3f,33.7226277372263,0.554655870445344,0.515686274509804,shade 7
112,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547838sw?$50px$,shade 8 - tan warm,tan warm,shade 8,rgb,#ab6939,25.2631578947368,0.5,0.447058823529412,shade 8
113,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547827sw?$50px$,shade 9 - deep neutral,deep neutral,shade 9,rgb,#8d5d35,27.2727272727273,0.45360824742268,0.380392156862745,shade 9
114,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547840sw?$50px$,shade 10 - deep warm,deep warm,shade 10,rgb,#914d26,21.8691588785047,0.584699453551913,0.358823529411765,shade 10
115,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547836sw?$50px$,shade 11 - dark neutral,dark neutral,shade 11,rgb,#6e452b,23.2835820895522,0.437908496732026,0.3,shade 11
116,benefit cosmetics,hello happy flawless brightening foundation spf 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productid=pimprod2007275,https://images.ulta.com/is/image/ulta/2547828sw?$50px$,shade 12 - dark warm,dark warm,shade 12,rgb,#83503f,15.0,0.350515463917526,0.380392156862745,shade 12
117,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546882sw?$tn$,shade 1 - fair cool,fair cool,shade 1,rgb,#e3cfb7,32.7272727272727,0.44,0.803921568627451,shade 1
118,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546886sw?$50px$,shade 2 - light neutral,light neutral,shade 2,rgb,#edd2b5,31.0714285714286,0.608695652173913,0.819607843137255,shade 2
119,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546884sw?$50px$,shade 3 - light neutral warm,light neutral warm,shade 3,rgb,#dfc7a5,35.1724137931034,0.475409836065574,0.76078431372549,shade 3
120,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546883sw?$50px$,shade 4 - medium neutral,medium neutral,shade 4,rgb,#c7ae98,28.0851063829787,0.29559748427673,0.688235294117647,shade 4
121,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546885sw?$50px$,shade 5- medium neutral warm,shade   medium neutral warm,5,rgb,#dab48a,31.5,0.519480519480519,0.698039215686274,5
122,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546889sw?$50px$,shade 6 - medium warm,medium warm,shade 6,rgb,#d0a270,31.25,0.505263157894737,0.627450980392157,shade 6
123,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546890sw?$50px$,shade 7 - medium-tan neutral,medium-tan neutral,shade 7,rgb,#c39e68,35.6043956043956,0.431279620853081,0.586274509803922,shade 7
124,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546887sw?$50px$,shade 8 - tan warm,tan warm,shade 8,rgb,#b48e69,29.6,0.333333333333333,0.558823529411765,shade 8
125,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546888sw?$50px$,shade 9 - deep neutral,deep neutral,shade 9,rgb,#b78145,31.5789473684211,0.452380952380952,0.494117647058824,shade 9
126,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546948sw?$50px$,shade 10 - deep warm,deep warm,shade 10,rgb,#946542,25.609756097561,0.383177570093458,0.419607843137255,shade 10
127,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546950sw?$50px$,shade 11 - dark neutral,dark neutral,shade 11,rgb,#926738,31.3333333333333,0.445544554455446,0.396078431372549,shade 11
128,benefit cosmetics,hello happy velvet powder foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productid=pimprod2007277,https://images.ulta.com/is/image/ulta/2546952sw?$50px$,shade 12 - dark warm,dark warm,shade 12,rgb,#7f5739,25.7142857142857,0.380434782608696,0.36078431372549,shade 12
129,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2264063sw?$tn$,fair (very fair skin w/ warm yellow undertone),fair,,rgb,#f9efe3,32.7272727272727,0.647058823529412,0.933333333333333,fair
130,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2533844sw?$50px$,fair light (fair skin w/ cool pink undertone),fair light,,rgb,#fcebdb,29.0909090909091,0.846153846153847,0.923529411764706,fair light
131,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2264064sw?$50px$,light (light skin w/ warm yellow undertone),light,,rgb,#fbe6d1,30.0,0.84,0.901960784313726,light
132,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2533868sw?$50px$,light medium (light to medium skin w/ cool pink undertone),light medium,,rgb,#f6ceab,28.0,0.806451612903226,0.817647058823529,light medium
133,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2264065sw?$50px$,medium (medium skin w/ warm yellow undertone),medium,,rgb,#eec7a0,30.0,0.696428571428572,0.780392156862745,medium
134,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2533859sw?$50px$,neutral medium (medium skin w/ clean neutral undertone),neutral medium,,rgb,#f1c09b,25.8139534883721,0.754385964912281,0.776470588235294,neutral medium
135,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2509231sw?$50px$,medium tan (medium to tan skin w/ warm yellow undertone),medium tan,,rgb,#e0ae86,26.6666666666667,0.592105263157895,0.701960784313725,medium tan
136,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2533849sw?$50px$,neutral tan (tan skin w/ clean neutral undertone),neutral tan,,rgb,#e6a77c,24.3396226415094,0.679487179487179,0.694117647058824,neutral tan
137,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2264066sw?$50px$,tan (tan skin w/ warm yellow undertone),tan,,rgb,#e1965e,25.6488549618321,0.68586387434555,0.625490196078431,tan
138,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2509232sw?$50px$,rich (tan to deep skin w/ warm yellow undertone),rich,,rgb,#c6713e,22.5,0.544,0.509803921568627,rich
139,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2533843sw?$50px$,rich honey (deep skin w/ warm yellow undertone),rich honey,,rgb,#9e502b,19.304347826087,0.572139303482587,0.394117647058824,rich honey
140,it cosmetics,cc+ cream with spf 50+,https://www.ulta.com/cc-cream-with-spf-50?productid=xlsimpprod5770257,https://images.ulta.com/is/image/ulta/2509233sw?$50px$,deep (deep skin w/ neutral undertone),deep,,rgb,#85412f,12.5581395348837,0.477777777777778,0.352941176470588,deep
141,it cosmetics,your skin but better foundation + skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productid=pimprod2017112,https://images.ulta.com/is/image/ulta/2568662sw?$tn$,medium neutral 33 (medium complexion with subtle neutral pink undertone),medium neutral,33,rgb,#d9a681,25.2272727272727,0.536585365853659,0.67843137254902,33
142,it cosmetics,your skin but better foundation + skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productid=pimprod2017112,https://images.ulta.com/is/image/ulta/2568652sw?$50px$,fair warm 10 (very fair complexion with subtle yellow undertones),fair warm,10,rgb,#fae6d2,30.0,0.8,0.901960784313726,10
143,it cosmetics,your skin but better foundation + skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productid=pimprod2017112,https://images.ulta.com/is/image/ulta/2570827sw?$50px$,fair neutral 10.5 (very fair complexion with neutral undertones),fair neutral,10.5,rgb,#e8ccb5,27.0588235294118,0.525773195876289,0.809803921568627,10.5
144,it cosmetics,your skin but better foundation + skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productid=pimprod2017112,https://images.ulta.com/is/image/ulta/2568658sw?$50px$,fair neutral 11 (fair complexion with neutral undertones),fair neutral,11,rgb,#ecc8a8,28.2352941176471,0.641509433962264,0.792156862745098,11
145,it cosmetics,your skin but better foundation + skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productid=pimprod2017112,https://images.ulta.com/is/image/ulta/2568654sw?$50px$,fair warm 12 (fair complexion with yellow undertones),fair warm,12,rgb,#f0cba7,29.5890410958904,0.70873786407767,0.798039215686275,12
146,it cosmetics,your skin but better foundation + skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productid=pimprod2017112,https://images.ulta.com/is/image/ulta/2568659sw?$50px$,light cool 20 (light complexion with red undertones),light cool,20,rgb,#f4cba8,27.6315789473684,0.775510204081633,0.807843137254902,20
